,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
559,248,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, FOUR runs around the wicket, full, and he <strong>smacks this inside out</strong>! Saifuddin with a more than sufficient sting in the tail today!",2nd innings,41.2,four,234,4,234/6,"Mohammed Shami to Mohammad Saifuddin, FOUR runs",,"around the wicket, full, and he <strong>smacks this inside out</strong>! Saifuddin with a more than sufficient sting in the tail today!",6
560,249,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, no run length, angles into him, and he pushes this back down the pitch",2nd innings,41.3,no run,234,0,234/6,"Mohammed Shami to Mohammad Saifuddin, no run",,"length, angles into him, and he pushes this back down the pitch",6
561,250,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, FOUR runs walks closer to a ball outside off, and whips it away towards long leg. <strong>Targets the shorter boundary, and that's where this goes!</strong>",2nd innings,41.4,four,238,4,238/6,"Mohammed Shami to Mohammad Saifuddin, FOUR runs",,"walks closer to a ball outside off, and whips it away towards long leg. <strong>Targets the shorter boundary, and that's where this goes!</strong>",6
562,251,Mohammad Saifuddin,629070,Mohammed Shami,481896,"Mohammed Shami to Mohammad Saifuddin, 1 run short, and he plays what Kapil Dev had popularised as the Natraj shot! One foot up in the air, as he pulls it away towards deep square leg",2nd innings,41.5,run,239,1,239/6,"Mohammed Shami to Mohammad Saifuddin, 1 run",,"short, and he plays what Kapil Dev had popularised as the Natraj shot! One foot up in the air, as he pulls it away towards deep square leg",6
563,252,Sabbir Rahman,373538,Mohammed Shami,481896,"Mohammed Shami to Sabbir Rahman, 1 run short, and he swings away to the on side. Goes off the underside of the bat towards square leg, and they pick up a single",2nd innings,41.6,run,240,1,240/6,"Mohammed Shami to Sabbir Rahman, 1 run",,"short, and he swings away to the on side. Goes off the underside of the bat towards square leg, and they pick up a single",6
564,253,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, 1 run length, a bit wide, and he slashes hard, but gets it towards a protected fence at deep point",2nd innings,42.1,run,241,1,241/6,"Kumar to Sabbir Rahman, 1 run",,"length, a bit wide, and he slashes hard, but gets it towards a protected fence at deep point",6
565,254,Mohammad Saifuddin,629070,Bhuvneshwar Kumar,326016,"Kumar to Mohammad Saifuddin, 1 run fuller ball, and he digs it out towards deep midwicket",2nd innings,42.2,run,242,1,242/6,"Kumar to Mohammad Saifuddin, 1 run",,"fuller ball, and he digs it out towards deep midwicket",6
566,254,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, 1 wide tossed wide. Too wide in fact, outside off, as he leaves",2nd innings,42.2,wide,243,1,243/6,"Kumar to Sabbir Rahman, 1 wide",,"tossed wide. Too wide in fact, outside off, as he leaves",6
567,255,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, no run nails the yorker. Bowled at 136kph, and Sabbir plays it on to his boot. Wants a quick single, but it fell far too close to the wicket, with Bhuvneshwar running in quickly",2nd innings,42.3,no run,243,0,243/6,"Kumar to Sabbir Rahman, no run",136kph,"nails the yorker. Bowled at 136kph, and Sabbir plays it on to his boot. Wants a quick single, but it fell far too close to the wicket, with Bhuvneshwar running in quickly",6
568,255,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, 1 wide slower ball, outside off. He advances, but misses on contact. <strong>Wide called again!</strong>",2nd innings,42.3,wide,244,1,244/6,"Kumar to Sabbir Rahman, 1 wide",,"slower ball, outside off. He advances, but misses on contact. <strong>Wide called again!</strong>",6
569,256,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, no run length, and he looks to run this down towards third man, but gets it too close to short third man. A change-up again from Bhuvi",2nd innings,42.4,no run,244,0,244/6,"Kumar to Sabbir Rahman, no run",,"length, and he looks to run this down towards third man, but gets it too close to short third man. A change-up again from Bhuvi",6
570,257,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, no run length, outside off, and he looks to play the steer towards third man again. This time it was 122kph, as he is beaten by the pace of it. A bit early, in fact",2nd innings,42.5,no run,244,0,244/6,"Kumar to Sabbir Rahman, no run",122kph,"length, outside off, and he looks to play the steer towards third man again. This time it was 122kph, as he is beaten by the pace of it. A bit early, in fact",6
571,258,Sabbir Rahman,373538,Bhuvneshwar Kumar,326016,"Kumar to Sabbir Rahman, 1 run full toss, on middle and leg, and he flicks it away but gets it to deep midwicket",2nd innings,42.6,run,245,1,245/6,"Kumar to Sabbir Rahman, 1 run",,"full toss, on middle and leg, and he flicks it away but gets it to deep midwicket",6
572,259,Sabbir Rahman,373538,Jasprit Bumrah,625383,"Bumrah to Sabbir Rahman, OUT <strong>GOT HIM!</strong> Fullish, and a change of pace at just <b>118kph</b>. Sabbir swings free, but cannot make any contact with this. It goes on to just brush the leg stump after missing his flashing blade. That has the ring of 'game, set, match India' all over it!",2nd innings,43.1,out,245,0,245/7,"Bumrah to Sabbir Rahman, OUT",118kph,"<strong>GOT HIM!</strong> Fullish, and a change of pace at just <b>118kph</b>. Sabbir swings free, but cannot make any contact with this. It goes on to just brush the leg stump after missing his flashing blade. That has the ring of 'game, set, match India' all over it!",7
573,260,Mashrafe Mortaza,56007,Jasprit Bumrah,625383,"Bumrah to Mashrafe Mortaza, no run yorker, on off stump, and he digs it out. That went at <strong>142kph</strong>",2nd innings,43.2,no run,245,0,245/7,"Bumrah to Mashrafe Mortaza, no run",142kph,"yorker, on off stump, and he digs it out. That went at <strong>142kph</strong>",7
574,261,Mashrafe Mortaza,56007,Jasprit Bumrah,625383,"Bumrah to Mashrafe Mortaza, 1 run full ball, and he flicks it away towards midwicket",2nd innings,43.3,run,246,1,246/7,"Bumrah to Mashrafe Mortaza, 1 run",,"full ball, and he flicks it away towards midwicket",7
575,262,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 1 run full ball, and he flicks this away towards deep midwicket",2nd innings,43.4,run,247,1,247/7,"Bumrah to Mohammad Saifuddin, 1 run",,"full ball, and he flicks this away towards deep midwicket",7
576,263,Mashrafe Mortaza,56007,Jasprit Bumrah,625383,"Bumrah to Mashrafe Mortaza, 1 run full, and he plays it away towards square leg",2nd innings,43.5,run,248,1,248/7,"Bumrah to Mashrafe Mortaza, 1 run",,"full, and he plays it away towards square leg",7
577,263,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 1 wide goes wide with a slower ball, but too wide of the tramlines on the off side",2nd innings,43.5,wide,249,1,249/7,"Bumrah to Mohammad Saifuddin, 1 wide",,"goes wide with a slower ball, but too wide of the tramlines on the off side",7
578,264,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 2 runs yoker, and he has timed this beautifully through the on side. Deep midiwcket has to trudge to his right and get this. <strong>250 up for Bangladesh!</strong>",2nd innings,43.6,run,251,2,251/7,"Bumrah to Mohammad Saifuddin, 2 runs",,"yoker, and he has timed this beautifully through the on side. Deep midiwcket has to trudge to his right and get this. <strong>250 up for Bangladesh!</strong>",7
579,265,Mashrafe Mortaza,56007,Bhuvneshwar Kumar,326016,"Kumar to Mashrafe Mortaza, SIX runs <strong>SMACKED HIGH AND STRAIGHT!</strong> Change of pace from Bhuvi, and Mortaza gets a lot of height as he targets the straight boundary, but only just clears the man there",2nd innings,44.1,six,257,6,257/7,"Kumar to Mashrafe Mortaza, SIX runs",,"<strong>SMACKED HIGH AND STRAIGHT!</strong> Change of pace from Bhuvi, and Mortaza gets a lot of height as he targets the straight boundary, but only just clears the man there",7
580,266,Mashrafe Mortaza,56007,Bhuvneshwar Kumar,326016,"Kumar to Mashrafe Mortaza, OUT <strong>ANOTHER ONE BITES THE DUST!</strong> Goes for another straight thwack, but the outside edge sends it flying to the right of Dhoni, who takes it safely. Bangladesh's campaign is approaching its end, but they aren't going down without a fight here",2nd innings,44.2,out,257,0,257/8,"Kumar to Mashrafe Mortaza, OUT",,"<strong>ANOTHER ONE BITES THE DUST!</strong> Goes for another straight thwack, but the outside edge sends it flying to the right of Dhoni, who takes it safely. Bangladesh's campaign is approaching its end, but they aren't going down without a fight here",8
581,267,Rubel Hossain,300619,Bhuvneshwar Kumar,326016,"Kumar to Rubel Hossain, no run slower ball attempted, ends up as a leg-side full toss, but Rubel can only play it away towards square leg",2nd innings,44.3,no run,257,0,257/8,"Kumar to Rubel Hossain, no run",,"slower ball attempted, ends up as a leg-side full toss, but Rubel can only play it away towards square leg",8
582,268,Rubel Hossain,300619,Bhuvneshwar Kumar,326016,"Kumar to Rubel Hossain, 1 run short, and he backs away and looks to swipe this straight down the ground. Gets the outer edge as it flies to the right of third man",2nd innings,44.4,run,258,1,258/8,"Kumar to Rubel Hossain, 1 run",,"short, and he backs away and looks to swipe this straight down the ground. Gets the outer edge as it flies to the right of third man",8
583,268,Mohammad Saifuddin,629070,Bhuvneshwar Kumar,326016,"Kumar to Mohammad Saifuddin, 1 wide slower ball, just down the leg side as Saifuddin looks to play the flick. Called a wide again",2nd innings,44.4,wide,259,1,259/8,"Kumar to Mohammad Saifuddin, 1 wide",,"slower ball, just down the leg side as Saifuddin looks to play the flick. Called a wide again",8
584,269,Mohammad Saifuddin,629070,Bhuvneshwar Kumar,326016,"Kumar to Mohammad Saifuddin, FOUR runs backs away and pumps a full ball through extra cover. <strong>What a super bit of timing!</strong>",2nd innings,44.5,four,263,4,263/8,"Kumar to Mohammad Saifuddin, FOUR runs",,backs away and pumps a full ball through extra cover. <strong>What a super bit of timing!</strong>,8
585,270,Mohammad Saifuddin,629070,Bhuvneshwar Kumar,326016,"Kumar to Mohammad Saifuddin, 1 run off cutter, change of pace, and he can flick this away towards midwicket and pick up a single to retain strike",2nd innings,44.6,run,264,1,264/8,"Kumar to Mohammad Saifuddin, 1 run",,"off cutter, change of pace, and he can flick this away towards midwicket and pick up a single to retain strike",8
586,271,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, no run slower ball, a full toss, and he is surprised by how high it comes to him. Tapped away to point. He's looking for the full toss above waist height, but it isn't called",2nd innings,45.1,no run,264,0,264/8,"Bumrah to Mohammad Saifuddin, no run",,"slower ball, a full toss, and he is surprised by how high it comes to him. Tapped away to point. He's looking for the full toss above waist height, but it isn't called",8
587,272,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 1 run full ball, and he drives this down the ground to long off",2nd innings,45.2,run,265,1,265/8,"Bumrah to Mohammad Saifuddin, 1 run",,"full ball, and he drives this down the ground to long off",8
588,273,Rubel Hossain,300619,Jasprit Bumrah,625383,"Bumrah to Rubel Hossain, FOUR runs <strong>DRILLED BACK DOWN THE GROUND!</strong> I think Rubel will get the broadcasters to give him this clip for his archives. Gets down on one knee and slaps a full ball outside off back past Bumrah",2nd innings,45.3,four,269,4,269/8,"Bumrah to Rubel Hossain, FOUR runs",,<strong>DRILLED BACK DOWN THE GROUND!</strong> I think Rubel will get the broadcasters to give him this clip for his archives. Gets down on one knee and slaps a full ball outside off back past Bumrah,8
589,274,Rubel Hossain,300619,Jasprit Bumrah,625383,"Bumrah to Rubel Hossain, 1 run backs away from a short ball, and sends it flying towards point. Rishabh Pant decides not to attack the ball",2nd innings,45.4,run,270,1,270/8,"Bumrah to Rubel Hossain, 1 run",,"backs away from a short ball, and sends it flying towards point. Rishabh Pant decides not to attack the ball",8
590,275,Mohammad Saifuddin,629070,Jasprit Bumrah,625383,"Bumrah to Mohammad Saifuddin, 1 run full, angles across Saifuddin, who flicks this towards midwicket, and gets an easy single",2nd innings,45.5,run,271,1,271/8,"Bumrah to Mohammad Saifuddin, 1 run",,"full, angles across Saifuddin, who flicks this towards midwicket, and gets an easy single",8
591,276,Rubel Hossain,300619,Jasprit Bumrah,625383,"Bumrah to Rubel Hossain, 1 run yorker, and he jams his bat down just in time to keep this <strong>143kph</strong> ball away from his stumps. Runs it off the inner part of the bat down to fine leg",2nd innings,45.6,run,272,1,272/8,"Bumrah to Rubel Hossain, 1 run",143kph,"yorker, and he jams his bat down just in time to keep this <strong>143kph</strong> ball away from his stumps. Runs it off the inner part of the bat down to fine leg",8
592,277,Rubel Hossain,300619,Mohammed Shami,481896,"Mohammed Shami to Rubel Hossain, no run full, just outside off, and Rubel looks to go down the ground, but misses out",2nd innings,46.1,no run,272,0,272/8,"Mohammed Shami to Rubel Hossain, no run",,"full, just outside off, and Rubel looks to go down the ground, but misses out",8
593,278,Rubel Hossain,300619,Mohammed Shami,481896,"Mohammed Shami to Rubel Hossain, 1 run full toss, and he puts in a lot of effort to whack this away. Eventually off the toe-end and back past Saifuddin at the non-striker's end, and goes towards long on",2nd innings,46.2,run,273,1,273/8,"Mohammed Shami to Rubel Hossain, 1 run",,"full toss, and he puts in a lot of effort to whack this away. Eventually off the toe-end and back past Saifuddin at the non-striker's end, and goes towards long on",8
