,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
327,21,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, angles into him, and he defends this",2nd innings,3.3,no run,16,0,16/0,"Bumrah to Soumya Sarkar, no run",,"length, angles into him, and he defends this",0
328,22,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, angles into him at good pace, and he defends this",2nd innings,3.4,no run,16,0,16/0,"Bumrah to Soumya Sarkar, no run",,"length, angles into him at good pace, and he defends this",0
329,23,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, movement away, and beats the outside edge again. Sarkar looks to drive this straight down and misses the line completely!",2nd innings,3.5,no run,16,0,16/0,"Bumrah to Soumya Sarkar, no run",,"length, movement away, and beats the outside edge again. Sarkar looks to drive this straight down and misses the line completely!",0
330,24,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, angles into him, and he taps this towards point. Sets off for a single, and Tamim calmly sends him back",2nd innings,3.6,no run,16,0,16/0,"Bumrah to Soumya Sarkar, no run",,"length, angles into him, and he taps this towards point. Sets off for a single, and Tamim calmly sends him back",0
331,25,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, raps him on the pads as he shapes to flick, but was clearly <strong>pitching outside leg</strong>! Better line to bowl to Tamim, tucking him up",2nd innings,4.1,no run,16,0,16/0,"Kumar to Tamim Iqbal, no run",,"length, raps him on the pads as he shapes to flick, but was clearly <strong>pitching outside leg</strong>! Better line to bowl to Tamim, tucking him up",0
332,26,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, along the pads, and swinging back in and strikes him on the pads again. Going down leg, but much better!",2nd innings,4.2,no run,16,0,16/0,"Kumar to Tamim Iqbal, no run",,"length, along the pads, and swinging back in and strikes him on the pads again. Going down leg, but much better!",0
333,27,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, angles across him, and raps him on the pads again as Tamim tries a hop, skip and flick. Goes off the top of his pads and goes towards the wide slip",2nd innings,4.3,no run,16,0,16/0,"Kumar to Tamim Iqbal, no run",,"length, angles across him, and raps him on the pads again as Tamim tries a hop, skip and flick. Goes off the top of his pads and goes towards the wide slip",0
334,28,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, angles across him, and he plays it towards short midwicket",2nd innings,4.4,no run,16,0,16/0,"Kumar to Tamim Iqbal, no run",,"length, angles across him, and he plays it towards short midwicket",0
335,29,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, 1 run length, and he leans into a drive. Gets it to the right of DK at mid off, and they set off for a quick single",2nd innings,4.5,run,17,1,17/0,"Kumar to Tamim Iqbal, 1 run",,"length, and he leans into a drive. Gets it to the right of DK at mid off, and they set off for a quick single",0
336,30,Soumya Sarkar,436677,Bhuvneshwar Kumar,326016,"Kumar to Soumya Sarkar, 1 run short, and takes him by surprise! Well played in the end, as he takes his bottom hand off and allows this to run towards third man",2nd innings,4.6,run,18,1,18/0,"Kumar to Soumya Sarkar, 1 run",,"short, and takes him by surprise! Well played in the end, as he takes his bottom hand off and allows this to run towards third man",0
337,31,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, outside off, and he drives this towards point. Well fielded by Hardik Pandya",2nd innings,5.1,no run,18,0,18/0,"Bumrah to Soumya Sarkar, no run",,"length, outside off, and he drives this towards point. Well fielded by Hardik Pandya",0
338,32,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, 5 runs length, and he plays it with soft hands, and sets off! Hardik Pandya has a shy at the stumps at the striker's end as Tamim Iqbal scampers home (just about) and they pick up overthrows, with no backing up",2nd innings,5.2,run,23,5,23/0,"Bumrah to Soumya Sarkar, 5 runs",,"length, and he plays it with soft hands, and sets off! Hardik Pandya has a shy at the stumps at the striker's end as Tamim Iqbal scampers home (just about) and they pick up overthrows, with no backing up",0
339,33,Tamim Iqbal,56194,Jasprit Bumrah,625383,"Bumrah to Tamim Iqbal, no run length, jags back in, but going down leg with the angle. <strong>Cranked up to 145kph by Bumrah!</strong>",2nd innings,5.3,no run,23,0,23/0,"Bumrah to Tamim Iqbal, no run",145kph,"length, jags back in, but going down leg with the angle. <strong>Cranked up to 145kph by Bumrah!</strong>",0
340,34,Tamim Iqbal,56194,Jasprit Bumrah,625383,"Bumrah to Tamim Iqbal, no run length, slants into him, and he defends towards midwicket",2nd innings,5.4,no run,23,0,23/0,"Bumrah to Tamim Iqbal, no run",,"length, slants into him, and he defends towards midwicket",0
341,35,Tamim Iqbal,56194,Jasprit Bumrah,625383,"Bumrah to Tamim Iqbal, 1 bye dug in short, really short, and Dhoni is able to get his gloves to it and tip it over the bar towards fine leg. Just byes given, but that was quite close to being called wide. Tamim did duck, though",2nd innings,5.5,bye,24,1,24/0,"Bumrah to Tamim Iqbal, 1 bye",,"dug in short, really short, and Dhoni is able to get his gloves to it and tip it over the bar towards fine leg. Just byes given, but that was quite close to being called wide. Tamim did duck, though",0
342,36,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, no run length, and he defends towards point. This was bowled at <strong>144kph</strong>",2nd innings,5.6,no run,24,0,24/0,"Bumrah to Soumya Sarkar, no run",144kph,"length, and he defends towards point. This was bowled at <strong>144kph</strong>",0
343,37,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, and he whips it off his pads towards midwicket",2nd innings,6.1,no run,24,0,24/0,"Kumar to Tamim Iqbal, no run",,"length, and he whips it off his pads towards midwicket",0
344,38,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run dug in short, and goes along the leg side. The umpire allows it to pass as the natural angle takes it over the line of leg stump, as Tamim leaves",2nd innings,6.2,no run,24,0,24/0,"Kumar to Tamim Iqbal, no run",,"dug in short, and goes along the leg side. The umpire allows it to pass as the natural angle takes it over the line of leg stump, as Tamim leaves",0
345,39,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, 2 runs length, but on the pads, and he can wristily flick this toward the right of long leg. Two runs on offer before the fielder can send his throw in",2nd innings,6.3,run,26,2,26/0,"Kumar to Tamim Iqbal, 2 runs",,"length, but on the pads, and he can wristily flick this toward the right of long leg. Two runs on offer before the fielder can send his throw in",0
346,40,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, and he drives towards short midwicket, who has moved a few yards closer to the bat now",2nd innings,6.4,no run,26,0,26/0,"Kumar to Tamim Iqbal, no run",,"length, and he drives towards short midwicket, who has moved a few yards closer to the bat now",0
347,41,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, 2 runs dug in short, and he swings this around towards deep midwicket. Didn't time it well, but got it over the infield. Pant fields after chasing this down from mid on",2nd innings,6.5,run,28,2,28/0,"Kumar to Tamim Iqbal, 2 runs",,"dug in short, and he swings this around towards deep midwicket. Didn't time it well, but got it over the infield. Pant fields after chasing this down from mid on",0
348,42,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, angles across him as he shuffles across towards the off stump, but can only defend it straight back down the wicket",2nd innings,6.6,no run,28,0,28/0,"Kumar to Tamim Iqbal, no run",,"length, angles across him as he shuffles across towards the off stump, but can only defend it straight back down the wicket",0
349,43,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run length, angles into him, and he defends towards midwicket",2nd innings,7.1,no run,28,0,28/0,"Mohammed Shami to Soumya Sarkar, no run",,"length, angles into him, and he defends towards midwicket",0
350,44,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run short, fast, and angles back into him at 144kph, and he defends awkwardly towards point",2nd innings,7.2,no run,28,0,28/0,"Mohammed Shami to Soumya Sarkar, no run",144kph,"short, fast, and angles back into him at 144kph, and he defends awkwardly towards point",0
351,45,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, 2 runs length, outside off, and he steers this to the left of third man. Two runs picked up before Pant can send his throw in",2nd innings,7.3,run,30,2,30/0,"Mohammed Shami to Soumya Sarkar, 2 runs",,"length, outside off, and he steers this to the left of third man. Two runs picked up before Pant can send his throw in",0
352,46,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, FOUR runs full, wide, and <strong>Sarkar slices this away over point</strong>. Calculated shot, with the open face of the bat to guide it square enough",2nd innings,7.4,four,34,4,34/0,"Mohammed Shami to Soumya Sarkar, FOUR runs",,"full, wide, and <strong>Sarkar slices this away over point</strong>. Calculated shot, with the open face of the bat to guide it square enough",0
353,47,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run wide of the crease, and he defends this length ball angling into him",2nd innings,7.5,no run,34,0,34/0,"Mohammed Shami to Soumya Sarkar, no run",,"wide of the crease, and he defends this length ball angling into him",0
354,48,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run length, outside off, and he defends this towards point",2nd innings,7.6,no run,34,0,34/0,"Mohammed Shami to Soumya Sarkar, no run",,"length, outside off, and he defends this towards point",0
355,49,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, no run length, angles away from Tamim, and dips on Dhoni as he looks to drive this through the off side and misses. This was bowled at <strong>138kph</strong>",2nd innings,8.1,no run,34,0,34/0,"Kumar to Tamim Iqbal, no run",138kph,"length, angles away from Tamim, and dips on Dhoni as he looks to drive this through the off side and misses. This was bowled at <strong>138kph</strong>",0
356,50,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, 1 run length, on the pads, and he neatly tucks this away to the left of the square leg umpire",2nd innings,8.2,run,35,1,35/0,"Kumar to Tamim Iqbal, 1 run",,"length, on the pads, and he neatly tucks this away to the left of the square leg umpire",0
357,51,Soumya Sarkar,436677,Bhuvneshwar Kumar,326016,"Kumar to Soumya Sarkar, no run length, angles into him from around the wicket this time, and Sarkar blocks",2nd innings,8.3,no run,35,0,35/0,"Kumar to Soumya Sarkar, no run",,"length, angles into him from around the wicket this time, and Sarkar blocks",0
358,52,Soumya Sarkar,436677,Bhuvneshwar Kumar,326016,"Kumar to Soumya Sarkar, 1 run slower ball, a cutter, along the pads, and he flicks this away towards deep square leg",2nd innings,8.4,run,36,1,36/0,"Kumar to Soumya Sarkar, 1 run",,"slower ball, a cutter, along the pads, and he flicks this away towards deep square leg",0
359,53,Tamim Iqbal,56194,Bhuvneshwar Kumar,326016,"Kumar to Tamim Iqbal, 1 run length, but down the pads, and he can flick this away towards deep square leg",2nd innings,8.5,run,37,1,37/0,"Kumar to Tamim Iqbal, 1 run",,"length, but down the pads, and he can flick this away towards deep square leg",0
360,54,Soumya Sarkar,436677,Bhuvneshwar Kumar,326016,"Kumar to Soumya Sarkar, 1 run fuller, and he drives this towards midwicket. A slight lapse in fielding allows them to go through for the single",2nd innings,8.6,run,38,1,38/0,"Kumar to Soumya Sarkar, 1 run",,"fuller, and he drives this towards midwicket. A slight lapse in fielding allows them to go through for the single",0
361,55,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, 1 run length ball, outside off, and he runs it down to third man",2nd innings,9.1,run,39,1,39/0,"Mohammed Shami to Soumya Sarkar, 1 run",,"length ball, outside off, and he runs it down to third man",0
362,56,Tamim Iqbal,56194,Mohammed Shami,481896,"Mohammed Shami to Tamim Iqbal, no run shorter, angles into him, Tamim takes off to flick this towards midwicket, but cannot pierce the infield. This was bowled at 142kph",2nd innings,9.2,no run,39,0,39/0,"Mohammed Shami to Tamim Iqbal, no run",142kph,"shorter, angles into him, Tamim takes off to flick this towards midwicket, but cannot pierce the infield. This was bowled at 142kph",0
363,57,Tamim Iqbal,56194,Mohammed Shami,481896,"Mohammed Shami to Tamim Iqbal, OUT <strong>GOT 'IM!</strong> Big wicket too, as Tamim Iqbal falls for the short ball follow-up by Shami. Stays rooted inside the crease as Shami pitches this further up. He plays it off the inside edge and chops it on to the stumps. Tamim was looking dangerous, and there will be no 2007 heroics from the left-hander for Bangladesh today",2nd innings,9.3,out,39,0,39/1,"Mohammed Shami to Tamim Iqbal, OUT",,"<strong>GOT 'IM!</strong> Big wicket too, as Tamim Iqbal falls for the short ball follow-up by Shami. Stays rooted inside the crease as Shami pitches this further up. He plays it off the inside edge and chops it on to the stumps. Tamim was looking dangerous, and there will be no 2007 heroics from the left-hander for Bangladesh today",1
364,58,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, 1 run length, fast and angling into him, and he plays it down towards long leg with a neat, little flick of the wrists",2nd innings,9.4,run,40,1,40/1,"Mohammed Shami to Shakib Al Hasan, 1 run",,"length, fast and angling into him, and he plays it down towards long leg with a neat, little flick of the wrists",1
365,59,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run length, outisde off, and he defends towards point",2nd innings,9.5,no run,40,0,40/1,"Mohammed Shami to Soumya Sarkar, no run",,"length, outisde off, and he defends towards point",1
366,60,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run length, and he tries to guide this towards point, but cannot beat the infield",2nd innings,9.6,no run,40,0,40/1,"Mohammed Shami to Soumya Sarkar, no run",,"length, and he tries to guide this towards point, but cannot beat the infield",1
367,61,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, no run full on fourth stump, defended to extra cover, they think about a run before opting out.",2nd innings,10.1,no run,40,0,40/1,"Bumrah to Shakib Al Hasan, no run",,"full on fourth stump, defended to extra cover, they think about a run before opting out.",1
368,62,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, FOUR runs <b>sumptuous!</b> fullish length straying on middle, Shakib prods this gently past Bumrah through mid-on but timed superbly and it races down the hill.",2nd innings,10.2,four,44,4,44/1,"Bumrah to Shakib Al Hasan, FOUR runs",,"<b>sumptuous!</b> fullish length straying on middle, Shakib prods this gently past Bumrah through mid-on but timed superbly and it races down the hill.",1
369,63,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, no run short of a length on the stumps, goes back to defend into midwicket.",2nd innings,10.3,no run,44,0,44/1,"Bumrah to Shakib Al Hasan, no run",,"short of a length on the stumps, goes back to defend into midwicket.",1
370,64,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, 1 run slower ball on a fullish length straying on leg stump at 118 kph, holds his hands back to flick behind square.",2nd innings,10.4,run,45,1,45/1,"Bumrah to Shakib Al Hasan, 1 run",,"slower ball on a fullish length straying on leg stump at 118 kph, holds his hands back to flick behind square.",1
371,65,Soumya Sarkar,436677,Jasprit Bumrah,625383,"Bumrah to Soumya Sarkar, 1 run short outside off on a sixth stump line, flayed in the air in front of point, two bounces to the sweeper.",2nd innings,10.5,run,46,1,46/1,"Bumrah to Soumya Sarkar, 1 run",,"short outside off on a sixth stump line, flayed in the air in front of point, two bounces to the sweeper.",1
372,65,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, 1 wide bouncer well down leg, called a wide more due to the line than on height.",2nd innings,10.5,wide,47,1,47/1,"Bumrah to Shakib Al Hasan, 1 wide",,"bouncer well down leg, called a wide more due to the line than on height.",1
373,66,Shakib Al Hasan,56143,Jasprit Bumrah,625383,"Bumrah to Shakib Al Hasan, no run good length ball angled into leg stump, beats Shakib's attempt to flick through midwicket. The ball hits him above the knee roll and ricochets into the covers. No appeal for leg before as it's too high and going down leg.",2nd innings,10.6,no run,47,0,47/1,"Bumrah to Shakib Al Hasan, no run",,"good length ball angled into leg stump, beats Shakib's attempt to flick through midwicket. The ball hits him above the knee roll and ricochets into the covers. No appeal for leg before as it's too high and going down leg.",1
374,67,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, FOUR runs fullish length on fifth stump, leans into a drive on the up piercing the gap between mid-off and extra cover.",2nd innings,11.1,four,51,4,51/1,"Mohammed Shami to Soumya Sarkar, FOUR runs",,"fullish length on fifth stump, leans into a drive on the up piercing the gap between mid-off and extra cover.",1
375,68,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, no run <strong>huge appeal! Given not out! </strong>Fullish length pitching on off and angled into middle and leg, Soumya is beaten going onto the back foot to defend. Kohli takes 10+ seconds before <strong>calling for DRS.</strong> Looked like it was missing leg live. Will be very hard to overturn with Shami coming around the stumps. There's also some doubt as to whether Soumya has sandwiched this off an inside edge into his pads. Third umpire Aleem Dar deems there has in fact been an inside edge and doesn't even proceed past Ultraedge onto ball-tracking. <strong>India lose their review and Kohli is furiously remonstrating with Marais Erasmus on field.</strong>",2nd innings,11.2,no run,51,0,51/1,"Mohammed Shami to Soumya Sarkar, no run",,"<strong>huge appeal! Given not out! </strong>Fullish length pitching on off and angled into middle and leg, Soumya is beaten going onto the back foot to defend. Kohli takes 10+ seconds before <strong>calling for DRS.</strong> Looked like it was missing leg live. Will be very hard to overturn with Shami coming around the stumps. There's also some doubt as to whether Soumya has sandwiched this off an inside edge into his pads. Third umpire Aleem Dar deems there has in fact been an inside edge and doesn't even proceed past Ultraedge onto ball-tracking. <strong>India lose their review and Kohli is furiously remonstrating with Marais Erasmus on field.</strong>",1
376,69,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, 1 run short of a length on middle, tapped with soft hands into midwicket for a sharp run.",2nd innings,11.3,run,52,1,52/1,"Mohammed Shami to Soumya Sarkar, 1 run",,"short of a length on middle, tapped with soft hands into midwicket for a sharp run.",1
377,70,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, no run good length on fourth stump and straightening, Shakib dangles the bat on the back foot and is beaten.",2nd innings,11.4,no run,52,0,52/1,"Mohammed Shami to Shakib Al Hasan, no run",,"good length on fourth stump and straightening, Shakib dangles the bat on the back foot and is beaten.",1
378,71,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, no run good length ball angled in from fourth stump, defended to point.",2nd innings,11.5,no run,52,0,52/1,"Mohammed Shami to Shakib Al Hasan, no run",,"good length ball angled in from fourth stump, defended to point.",1
379,72,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, 1 run short of a length on fourth stump, Shakib hops back to guide this to third man.",2nd innings,11.6,run,53,1,53/1,"Mohammed Shami to Shakib Al Hasan, 1 run",,"short of a length on fourth stump, Shakib hops back to guide this to third man.",1
380,73,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, FOUR runs <b>goes for the scoop straightaway and connects!</b> Good length ball on leg stump, Shakib premeditates this somewhat and seizes the line clearing Pant with short fine leg in the ring.",2nd innings,12.1,four,57,4,57/1,"Chahal to Shakib Al Hasan, FOUR runs",,"<b>goes for the scoop straightaway and connects!</b> Good length ball on leg stump, Shakib premeditates this somewhat and seizes the line clearing Pant with short fine leg in the ring.",1
381,74,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run good length ball on off and spinning in, defended on the back foot to midwicket.",2nd innings,12.2,no run,57,0,57/1,"Chahal to Shakib Al Hasan, no run",,"good length ball on off and spinning in, defended on the back foot to midwicket.",1
382,75,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run fullish length on fourth stump, reaches forward to defend.",2nd innings,12.3,no run,57,0,57/1,"Chahal to Shakib Al Hasan, no run",,"fullish length on fourth stump, reaches forward to defend.",1
383,76,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 2 runs short of a length pitching outside leg, goes back and flicks past leg slip through backward square.",2nd innings,12.4,run,59,2,59/1,"Chahal to Shakib Al Hasan, 2 runs",,"short of a length pitching outside leg, goes back and flicks past leg slip through backward square.",1
384,77,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run fullish length on fourth stump, Shakib goes deep in his crease to defend.",2nd innings,12.5,no run,59,0,59/1,"Chahal to Shakib Al Hasan, no run",,"fullish length on fourth stump, Shakib goes deep in his crease to defend.",1
385,78,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run full on middle and off, goes back again to defend to midwicket.",2nd innings,12.6,no run,59,0,59/1,"Chahal to Shakib Al Hasan, no run",,"full on middle and off, goes back again to defend to midwicket.",1
386,79,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, FOUR runs fullish length ball on fourth stump, Soumya drives on the up and scoops this high over mid-off. Not timed that well but gets enough of it, one bounce over the rope.",2nd innings,13.1,four,63,4,63/1,"Mohammed Shami to Soumya Sarkar, FOUR runs",,"fullish length ball on fourth stump, Soumya drives on the up and scoops this high over mid-off. Not timed that well but gets enough of it, one bounce over the rope.",1
387,80,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, 1 run good length ball on fifth stump, enough width to guide a single to third man.",2nd innings,13.2,run,64,1,64/1,"Mohammed Shami to Soumya Sarkar, 1 run",,"good length ball on fifth stump, enough width to guide a single to third man.",1
388,81,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, no run very full on off stump at 141 kph, Shakib tries to flick through midwicket, leading edge goes straight to ground through to extra cover.",2nd innings,13.3,no run,64,0,64/1,"Mohammed Shami to Shakib Al Hasan, no run",,"very full on off stump at 141 kph, Shakib tries to flick through midwicket, leading edge goes straight to ground through to extra cover.",1
389,82,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, no run bouncer on off stump, Shakib ducks under with ease.",2nd innings,13.4,no run,64,0,64/1,"Mohammed Shami to Shakib Al Hasan, no run",,"bouncer on off stump, Shakib ducks under with ease.",1
390,83,Shakib Al Hasan,56143,Mohammed Shami,481896,"Mohammed Shami to Shakib Al Hasan, 1 run attempted yorker overpitched on leg stump, flicked off the toes through square leg.",2nd innings,13.5,run,65,1,65/1,"Mohammed Shami to Shakib Al Hasan, 1 run",,"attempted yorker overpitched on leg stump, flicked off the toes through square leg.",1
391,84,Soumya Sarkar,436677,Mohammed Shami,481896,"Mohammed Shami to Soumya Sarkar, FOUR runs short outside off on sixth stump at 140 kph, tennis racquet two-handed backhand swat over extra cover. Did Soumya spend the eve of the match down south at Wimbledon?",2nd innings,13.6,four,69,4,69/1,"Mohammed Shami to Soumya Sarkar, FOUR runs",,"short outside off on sixth stump at 140 kph, tennis racquet two-handed backhand swat over extra cover. Did Soumya spend the eve of the match down south at Wimbledon?",1
392,85,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run short of a length on leg stump and spinning down leg, Shakib backs away to flick behind square and misses.",2nd innings,14.1,no run,69,0,69/1,"Chahal to Shakib Al Hasan, no run",,"short of a length on leg stump and spinning down leg, Shakib backs away to flick behind square and misses.",1
393,86,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run good length on off stump spinning in, goes back and flicks through to long-on.",2nd innings,14.2,run,70,1,70/1,"Chahal to Shakib Al Hasan, 1 run",,"good length on off stump spinning in, goes back and flicks through to long-on.",1
394,87,Soumya Sarkar,436677,Yuzvendra Chahal,430246,"Chahal to Soumya Sarkar, 1 run floated full on fourth stump at 77 kph, leans forward to defend, inside edge squirts behind square wide of leg slip for a run. Soumya collides a touch with Chahal attempting to field a relay at the non-striker's end.",2nd innings,14.3,run,71,1,71/1,"Chahal to Soumya Sarkar, 1 run",,"floated full on fourth stump at 77 kph, leans forward to defend, inside edge squirts behind square wide of leg slip for a run. Soumya collides a touch with Chahal attempting to field a relay at the non-striker's end.",1
395,88,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, no run fullish length on fifth stump, Shakib goes to sweep and miscues this into the ground toward midwicket.",2nd innings,14.4,no run,71,0,71/1,"Chahal to Shakib Al Hasan, no run",,"fullish length on fifth stump, Shakib goes to sweep and miscues this into the ground toward midwicket.",1
396,89,Shakib Al Hasan,56143,Yuzvendra Chahal,430246,"Chahal to Shakib Al Hasan, 1 run very full on sixth stump, Shakib slog sweeps flat along the ground to long-on.",2nd innings,14.5,run,72,1,72/1,"Chahal to Shakib Al Hasan, 1 run",,"very full on sixth stump, Shakib slog sweeps flat along the ground to long-on.",1
397,90,Soumya Sarkar,436677,Yuzvendra Chahal,430246,"Chahal to Soumya Sarkar, 1 run full and flat on middle stump at 86 kph, quickest ball of the over, goes back and clips through midwicket.",2nd innings,14.6,run,73,1,73/1,"Chahal to Soumya Sarkar, 1 run",,"full and flat on middle stump at 86 kph, quickest ball of the over, goes back and clips through midwicket.",1
398,90,Soumya Sarkar,436677,Hardik Pandya,625371,"Pandya to Soumya Sarkar, 1 wide short ball first up, too high, wide on height.",2nd innings,15.0,wide,74,1,74/1,"Pandya to Soumya Sarkar, 1 wide",,"short ball first up, too high, wide on height.",1
399,91,Soumya Sarkar,436677,Hardik Pandya,625371,"Pandya to Soumya Sarkar, OUT <strong>half-tracker laced straight to extra cover!</strong> Very poor ball, short and wide angled across on sixth stump and going wider, sat up for Soumya to crank anywhere he wanted. He didn't keep it on the ground and didn't get the elevation either though. Kohli is standing 17 yards away on one of the used pitches on the square and latches onto this with a bunny hop reaching up at head height to his right. 7/10 on degree of difficulty coming at speed and at short range but a sitter for the Indian captain's standards.",2nd innings,15.1,out,74,0,74/2,"Pandya to Soumya Sarkar, OUT",,"<strong>half-tracker laced straight to extra cover!</strong> Very poor ball, short and wide angled across on sixth stump and going wider, sat up for Soumya to crank anywhere he wanted. He didn't keep it on the ground and didn't get the elevation either though. Kohli is standing 17 yards away on one of the used pitches on the square and latches onto this with a bunny hop reaching up at head height to his right. 7/10 on degree of difficulty coming at speed and at short range but a sitter for the Indian captain's standards.",2
400,92,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, no run short of a length on middle at 137 kph, defended back to Hardik.",2nd innings,15.2,no run,74,0,74/2,"Pandya to Mushfiqur Rahim, no run",,"short of a length on middle at 137 kph, defended back to Hardik.",2
401,93,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, no run fullish length on off stump, defended to short midwicket.",2nd innings,15.3,no run,74,0,74/2,"Pandya to Mushfiqur Rahim, no run",,"fullish length on off stump, defended to short midwicket.",2
402,94,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, no run short of a length on off stump, goes back to defend to midwicket.",2nd innings,15.4,no run,74,0,74/2,"Pandya to Mushfiqur Rahim, no run",,"short of a length on off stump, goes back to defend to midwicket.",2
403,95,Mushfiqur Rahim,56029,Hardik Pandya,625371,"Pandya to Mushfiqur Rahim, no run bouncer on leg stump at 137 kph, Mushfiqur is beaten hooking.",2nd innings,15.5,no run,74,0,74/2,"Pandya to Mushfiqur Rahim, no run",,"bouncer on leg stump at 137 kph, Mushfiqur is beaten hooking.",2
